569  482  335  236  139  102  63  50  43
563  473  334  263  150  108  60  39  34
581  453  328  230  139  103  58  46  26
567  450  324  226  151  101  80  48  33
599  485  331  222  140  94  62  43  36
660  499  366  242  147  104  61  60  21
571  468  316  233  151  97  73  47  26
